STCOUNTYFP,RISK_SCORE,EAL_SCORE,ERQK_RISKS,RFLD_RISKS,CFLD_RISKS,HRCN_RISKS,TRND_RISKS,WFIR_RISKS,WNTW_RISKS,HWAV_RISKS,DRGT_RISKS,HAIL_RISKS,SWND_RISKS,RFLD_EALS,ERQK_EALS,CFLD_EALS,HRCN_EALS,TRND_EALS,WFIR_EALS,WNTW_EALS,HWAV_EALS,DRGT_EALS,HAIL_EALS,SWND_EALS
1033,71.90582246261533,70.75208913649024,90.29589564110722,53.00668151447662,,54.957379991027366,84.21889914094814,16.003818008272354,33.566656061088125,79.9554565701559,36.971046770601326,57.93827553293032,92.42761692650335,53.79139585267719,89.04363974001856,,54.34500648508431,85.39081885856078,16.57651924912504,36.61405137728258,81.42989786443825,38.86476426799008,60.04962779156328,92.05955334987593
1035,47.534202990773146,41.90653048591767,34.552974864778875,11.963092586700604,,79.22835352175862,52.338530066815146,44.288895959274576,8.845052497613745,41.202672605790646,62.26535157492841,16.640152720330896,39.007317849188674,12.163416898792944,32.03342618384401,,75.57284911370513,50.24813895781639,41.26630607699649,11.080160940885175,41.194676570721136,62.77915632754343,17.49379652605459,37.68610421836228
1037,7.508749602290806,7.397090683998762,40.31180400890869,8.622335348393255,,52.35531628532974,35.762010817690104,26.75787464206173,5.695195672923958,46.993318485523375,19.694559338211896,17.78555520203627,16.831053133948455,9.130300216651191,38.904363974001846,,50.92952875054041,37.56203473945409,25.389755011135858,7.861343237387805,48.09656453110492,21.86724565756824,19.57196029776675,18.703473945409428
1039,88.70505886096086,87.4342308882699,45.84791600381801,53.16576519249126,,94.0780619111709,78.49188673242125,50.97041043588928,21.985364301622653,71.17403754374801,78.90550429525929,23.7989182309895,42.95259306395164,54.37944908696998,43.45403899721448,,93.34198011240812,77.91563275434243,50.74769328666879,24.110182606004333,71.34014237078304,79.68362282878412,25.837468982630277,44.0136476426799
1041,46.26153356665606,42.71123491179202,33.82118994591155,18.230989500477246,,78.33109017496636,54.56570155902004,11.167674196627429,10.404072542157175,52.14762965319758,59.14731148584154,19.217308304167997,37.54374801145402,18.29155060352832,32.37387805632931,,75.22697795071336,54.21836228287841,10.404072542157175,12.720519962859797,52.21293717115444,59.05707196029777,20.285359801488838,37.99627791563275
1043,69.64683423480751,67.34757041163726,85.77791918549157,19.503658924594337,,69.49304620906236,86.82787146038817,20.48997772828508,32.00763601654471,46.42061724467069,54.66115176582883,47.725103404390715,91.66401527203308,20.829464562055087,83.37975858867222,,67.48811067877216,86.41439205955335,19.91727648743239,34.50943980191891,48.220365212008666,55.64516129032258,49.16253101736972,90.66377171215882
1045,79.66910594972956,76.1683689260291,41.74355711104041,51.79764556156538,,88.55989232839836,84.31434934775692,35.69837734648425,38.65733375755647,52.02036271078588,79.92363983455297,50.87496022908049,23.73528475978365,49.736923553079535,39.306716186939035,,85.81928231733679,82.5062034739454,32.357620108176896,38.06870937790158,50.75827917053544,79.18734491315136,49.56575682382134,24.68982630272953
1047,57.842825326121535,52.36768802228412,72.5421571746739,52.84759783646198,,74.33826828174068,77.47375119312758,24.65797009226853,10.531339484568884,77.21921730830417,57.079223671651285,43.1434934775692,49.252306713331215,50.85112968121325,68.52367688022284,,70.86035451794207,75.68238213399502,22.748965956092903,12.070566388115136,76.01361807489941,56.451612903225815,41.68734491315136,47.08436724565757
1049,69.42411708558703,64.74775611265862,85.04613426662422,62.488068724148896,,66.08344549125168,86.44607063315304,25.70792236716513,80.68724148902324,46.452433980273625,69.04231625835189,63.12440343620744,80.05090677696467,59.02197462086042,82.14175177963479,,62.99178555987894,84.61538461538461,23.35348393254852,78.30393067161869,46.39430516867842,67.58684863523573,61.848635235732,77.48138957816377
1051,57.27012408526885,58.31012070566389,65.60610881323576,71.36493795736557,,70.21085688649619,73.17849188673242,33.82118994591155,14.79478205536112,86.44607063315304,55.77473751193127,54.66115176582883,50.302258988227806,71.03064066852369,64.99535747446609,,69.26070038910505,76.36476426799008,34.36207445116131,19.312906220984217,88.14608480346642,58.188585607940446,58.095533498759295,55.272952853598014
1053,91.37766465160675,89.7554936552151,50.49315940184537,60.54724785237035,,95.46882009869896,79.12822144447979,77.21921730830417,24.626153356665608,94.08208717785556,80.46452433980274,31.244034362074448,52.91123130766784,58.248220365212006,46.82760755184153,,94.50929528750541,76.05459057071961,76.16926503340757,23.893531414422785,92.91241101826063,78.07071960297766,29.807692307692307,49.44168734491314
1055,82.24626153356665,81.33704735376045,87.55965637925549,14.476614699331847,,64.06460296096904,96.7228762328985,17.849188673242125,31.625835189309576,87.14603881641743,40.47088768692333,35.316576519249125,83.67801463569837,15.351284432064377,85.23676880222841,,62.905317769131,96.5880893300248,19.058224626153358,34.81894150417828,88.0222841225627,43.765508684863526,37.934243176178654,83.62282878411911
1057,29.39866369710468,25.038687712782416,67.96054724785236,14.094813872096722,,57.69403319874383,62.80623608017817,13.967546929685016,10.46770601336303,63.34712058542793,40.85268851415845,31.816735602927135,42.02990773146675,13.4942742185082,64.62395543175488,,54.820579334198015,60.60794044665012,11.89945911549475,12.225317239244816,63.41689879294336,41.284119106699755,31.668734491315135,41.873449131513645
1059,65.47884187082406,61.002785515320326,80.05090677696467,21.126312440343614,,55.94436967249889,89.88227807826915,20.235443843461663,27.93509385937003,73.78300986318803,22.9716831053134,55.77473751193127,76.42379891823097,20.42711234911792,76.9421231816775,,53.17769130998703,88.18238213399502,19.59910913140312,27.42185082017951,72.85670071185392,24.13151364764268,54.46650124069479,73.10794044665013
1061,65.5424753420299,61.55988857938719,40.37543748011454,69.04231625835189,,84.61193360251234,43.90709513203945,39.67546929685014,23.385300668151448,41.42538975501114,87.11422208081451,34.83932548520522,40.02545338848233,66.32621479418137,38.03775920767564,,81.49589277993945,43.11414392059553,36.239261851734014,24.203033116682136,41.22562674094708,86.01116625310173,35.20471464019851,38.92679900744417
1063,18.040089086859687,12.380068090374497,61.756283805281576,20.426344257079226,,59.62314939434725,47.18421889914095,11.1358574610245,19.026407890550427,50.334075723830736,41.361756283805285,54.438434616608326,26.91695832007636,18.198700092850512,55.80315691736305,,55.209684392563766,41.47022332506204,8.399618199172764,18.60105230578768,47.756112658619614,39.29900744416873,49.68982630272953,25.155086848635232
1065,33.15303849825008,24.017332095326523,65.89245943366211,29.04867960547248,,62.58411843876177,65.22430798600064,20.044543429844097,10.054088450524976,63.98345529748648,36.27107858733695,47.02513522112631,37.38466433343938,26.400495202723615,60.043330238316315,,58.452226545611765,59.088089330024815,14.985682468978684,10.894459919529558,62.055091303002165,35.82506203473945,42.67990074441687,32.97146401985111
1067,49.88864142538976,49.675023212627664,31.37130130448616,23.448934139357306,,78.1516375056079,62.297168310531326,17.117403754374802,26.98059179128221,36.398345529748646,87.05058860960865,27.776010181355392,21.95354756601973,24.357783967811823,30.64066852367688,,75.87548638132294,63.36848635235732,16.767419662742604,28.536056948313217,38.16155988857939,87.77915632754342,30.521091811414394,24.937965260545905
1069,90.67769646834233,89.78644382544104,67.51511294941139,90.9958638243716,,93.53970390309556,94.55933821189946,48.934139357301945,53.99300031816736,70.60133630289532,91.02768055997454,39.77091950365893,74.8011454024817,90.31259671928196,64.56205509130301,,92.2611327280588,93.92059553349877,46.70696786509704,53.41999380996596,70.47353760445682,90.47766749379652,39.91935483870967,73.35607940446651
1071,69.93318485523386,66.57381615598887,84.21889914094814,58.47916003818008,,55.720053835800805,89.75501113585747,15.940184537066497,71.49220489977728,39.77091950365893,70.8240534521158,55.04295259306395,71.20585427935096,56.14360878984834,81.70844939647168,,53.653264159100736,89.01985111662532,15.717467387846009,71.09254100897556,40.85422469823584,71.46401985111662,55.05583126550868,70.75062034739456
1073,96.46834234807507,96.28597957288765,95.2911231307668,99.55456570155901,,79.85643786451321,99.45911549475024,54.34298440979956,47.979637289214125,96.30925867006044,27.585109767737833,59.87909640470888,85.14158447343303,99.56669761683688,94.98607242339833,,77.90747946389969,99.37965260545904,55.07476932866688,50.69637883008357,96.47168059424327,28.970223325062037,61.66253101736972,85.17369727047145
1075,29.68501431753102,26.83379758588672,69.64683423480751,34.202990773146674,,54.91251682368775,58.32007636016545,11.804008908685969,32.675787464206174,49.8250079541839,50.20680878141902,54.6293350302259,44.22526248806872,33.61188486536676,66.48096564531104,,52.57241677475141,57.25806451612904,10.531339484568884,33.36428350355927,50.01547508511297,49.62779156327544,53.69106699751861,43.33126550868487
1077,76.36016544702512,76.23026926648096,91.66401527203308,72.28762328985046,,58.00807537012113,90.90041361756285,27.648743238943684,50.49315940184537,88.51415844734329,36.04836143811645,45.87973273942094,74.10117721921729,75.11606313834726,90.37449705973383,,57.02550799827064,91.28411910669976,28.380528157811007,53.48189415041783,89.1674404209223,39.01985111662531,48.91439205955335,76.1166253101737
1079,60.45179764556157,59.11482513153823,80.5599745466115,37.989182309895,,54.32929564827277,86.09608654152083,12.313076678332804,25.580655424753417,75.0238625517022,45.402481705377035,41.934457524657965,64.14253897550111,37.5735066542866,77.68492726709997,,52.875054042369214,86.25930521091811,11.994909322303531,27.97895388424637,75.88981739399564,46.09181141439206,43.54838709677419,65.1985111662531
1081,70.8240534521158,70.44258743423089,78.90550429525929,57.93827553293032,,80.88829071332435,73.87846006999683,48.10690423162583,20.45816099268215,93.28666878778238,64.42888959592746,44.6706967865097,67.1651288577792,60.47663262147942,76.97307335190342,,79.07479463899698,76.55086848635236,48.775055679287306,24.729186010523055,93.8409161250387,66.74937965260546,48.07692307692308,70.1923076923077
1083,73.59210944957046,74.31135871247292,90.42316258351892,52.624880687241486,,56.258411843876175,89.11867642379892,38.6891504931594,78.26916958320076,85.77791918549157,77.85555202036272,41.29812281259942,79.41457206490614,54.96750232126277,89.19839059114824,,55.94466061392132,90.41563275434243,39.77091950365893,80.87279480037141,87.99133395233673,79.90074441687345,45.719602977667485,81.4516129032258
1085,26.50334075723831,18.353450943980192,40.53452115812918,22.717149220489976,,62.314939434724096,60.069996818326445,12.026726057906458,14.762965319758193,54.69296850143175,76.58288259624561,33.725739739102764,31.657651924912507,21.386567626121945,36.459300526152894,,57.89018590575012,53.47394540942928,8.845052497613745,15.010832559579075,51.098731043020734,74.348635235732,30.83126550868486,28.535980148883368
